iter	Logloss
448	0.1164752531
449	0.116336238
450	0.1162048647
451	0.1159266697
452	0.1157960831
453	0.1156721903
454	0.115585232
455	0.1155226122
456	0.1154311204
457	0.1153459567
458	0.1152896166
459	0.1151859869
460	0.1151181571
461	0.1149307131
462	0.114786804
463	0.1146030113
464	0.1144870006
465	0.1143282152
466	0.1142528843
467	0.1140731653
468	0.1139064556
469	0.1138270954
470	0.1135722663
471	0.1134797707
472	0.1133836057
473	0.1132820027
474	0.1130875334
475	0.1130206481
476	0.1128630862
477	0.1126106772
478	0.1124720983
479	0.1121765696
480	0.1121016574
481	0.1120219346
482	0.1119813748
483	0.1118033075
484	0.1115132722
485	0.1114512001
486	0.1113684633
487	0.1112760807
488	0.111214526
489	0.1110926787
490	0.1110033636
491	0.1109157571
492	0.1108387046
493	0.1107422363
494	0.1106008795
495	0.1104161542
496	0.1103176531
497	0.110172948
498	0.1100918056
499	0.1099062758
500	0.1098073098
501	0.109700904
502	0.109572213
503	0.1095029182
504	0.1093712786
505	0.1092963099
506	0.1090061236
507	0.108874855
508	0.1087659503
509	0.1086410579
510	0.1085211688
511	0.1084412718
512	0.1083620638
513	0.1081346921
514	0.1079729429
515	0.1077082143
516	0.1075739859
517	0.1074740866
518	0.1073251237
519	0.1072451772
520	0.1070606801
521	0.1069846513
522	0.1067932167
523	0.106691601
524	0.1065565292
525	0.1062390238
526	0.1059722999
527	0.1058674279
528	0.10569787
529	0.1055789543
530	0.1055295179
531	0.1054378812
532	0.1052724527
533	0.105201024
534	0.1049993625
535	0.1047271468
536	0.1045781883
537	0.1043381009
538	0.1042200042
539	0.1039245343
540	0.1038069014
541	0.1035276432
542	0.1033912259
543	0.1033192
544	0.1032991923
545	0.1030258285
546	0.102944074
547	0.1028317026
548	0.1027448838
549	0.1026777483
550	0.1025855323
551	0.1024926052
552	0.1023541246
553	0.1022833626
554	0.1021592622
555	0.1019710017
556	0.1019390076
557	0.1018042092
558	0.101678023
559	0.1016309186
560	0.101534568
561	0.1013374935
562	0.1012530162
563	0.1011211909
564	0.1010665036
565	0.1009968133
566	0.1009166689
567	0.1007866844
568	0.1007201895
569	0.1006541807
570	0.1005918418
571	0.1004135741
572	0.10021398
573	0.1000381953
574	0.09997038118
575	0.09983955705
576	0.09975436163
577	0.09970730708
578	0.0996514935
579	0.09948424484
580	0.09936415789
581	0.09921020799
582	0.09914327877
583	0.09904255481
584	0.09897719652
585	0.09875107893
586	0.09862889474
587	0.09853706247
588	0.09837906941
589	0.09821994581
590	0.09817417985
591	0.09806330405
592	0.09797932422
593	0.0978256062
594	0.09752581481
595	0.09739682261
596	0.09730255487
597	0.09723275555
598	0.09695988955
599	0.09684284902
600	0.09677468432
601	0.09666130142
602	0.09655965122
603	0.09654343006
604	0.09644154804
605	0.0963877522
606	0.09625173802
607	0.09610228242
608	0.09604304641
609	0.09591619918
610	0.09590220819
611	0.09583958044
612	0.09567677186
613	0.09562117168
614	0.09546997168
615	0.09533939264
616	0.09522999826
617	0.09520432439
618	0.09514113236
619	0.09503550329
620	0.0949199902
621	0.09485231131
622	0.09482893061
623	0.09475315342
624	0.09469208317
625	0.09454140557
626	0.09452669548
627	0.09450806567
628	0.09439762833
629	0.09433688673
630	0.09427385035
631	0.09418955849
632	0.09417629295
633	0.0940122933
634	0.09395900151
635	0.09389629176
636	0.09374455326
637	0.09366554002
638	0.09361306725
639	0.09355791475
640	0.09349971485
641	0.09341307336
642	0.09323083005
643	0.09311019195
644	0.09301592392
645	0.09287070523
646	0.09281346191
647	0.0927576187
648	0.09274230818
649	0.09262312455
650	0.09248580101
651	0.09245584566
652	0.09234324746
653	0.09232909691
654	0.0922395652
655	0.09222435017
656	0.09212519335
657	0.09211585374
658	0.09202278247
659	0.0918699617
660	0.09182806694
661	0.09179363154
662	0.09155706049
663	0.09150315527
664	0.0914462808
665	0.09134643778
666	0.09130519629
667	0.09122285592
668	0.09119653591
669	0.09109788371
670	0.09097180874
671	0.09091492681
672	0.09082913621
673	0.0907502664
674	0.09067099308
675	0.09061557415
676	0.09046960259
677	0.09039651397
678	0.09034367551
679	0.0902697769
680	0.09017474264
681	0.09012848505
682	0.09009714421
683	0.08999157077
684	0.0899364857
685	0.08986047352
686	0.08980285707
687	0.08967536561
688	0.08961811381
689	0.08956346826
690	0.08945500549
691	0.08934069687
692	0.08928394199
693	0.08910876804
694	0.08902885458
695	0.08898301667
696	0.08883183605
697	0.08878233473
698	0.08869328025
699	0.08858629935
700	0.08849177625
701	0.08840488547
702	0.08833399972
703	0.08820941712
704	0.08816178896
705	0.0879882178
706	0.0878179561
707	0.08779047588
708	0.08777406914
709	0.08771961448
710	0.08766271987
711	0.08757243109
712	0.08752360489
713	0.08742418522
714	0.08735315039
715	0.08726090184
716	0.08714868783
717	0.08705879304
718	0.08692017616
719	0.08688828429
720	0.08678923562
721	0.08669114481
722	0.08663418025
723	0.08662337741
724	0.08654572904
725	0.08648906826
726	0.08641166212
727	0.08627461132
728	0.08622390161
729	0.08606068076
730	0.08598312022
731	0.08594582337
732	0.08584505785
733	0.08577640748
734	0.08566024792
735	0.08556962043
736	0.08547645779
737	0.0853860032
738	0.08525711289
739	0.08521156881
740	0.08519331728
741	0.08510616221
742	0.08501628864
743	0.08493788697
744	0.08478117772
745	0.08468744988
746	0.08460233377
747	0.08452063023
748	0.08443389875
749	0.08442297296
750	0.08438213425
751	0.08426542807
752	0.0841610007
753	0.08406952874
754	0.08400519755
755	0.08391919909
756	0.08386209568
757	0.0837795825
758	0.0836783899
759	0.08357422144
760	0.08343274658
761	0.08338239124
762	0.08335789997
763	0.08328372292
764	0.08327018073
765	0.08318586037
766	0.08308796052
767	0.08300917909
768	0.08292920845
769	0.08286359371
770	0.08281443803
771	0.08271881001
772	0.08266651399
773	0.08253294924
774	0.08250184407
775	0.08243091622
776	0.08236616934
777	0.08225823314
778	0.08216055027
779	0.08210976109
780	0.08206077256
781	0.08197984186
782	0.0818978522
783	0.08179295266
784	0.08169505609
785	0.08164257956
786	0.08156913041
787	0.08152236861
788	0.08147804736
789	0.08141035958
790	0.08132322056
791	0.0812805598
792	0.08124725566
793	0.0811411208
794	0.08104341163
795	0.08097218021
796	0.08089724213
797	0.08088658568
798	0.08078830687
799	0.08064912451
800	0.08053670894
801	0.08045277537
802	0.08036735602
803	0.08027926161
804	0.08016783283
805	0.0800533001
806	0.07999477914
807	0.07994204431
808	0.07988887854
809	0.07978866965
810	0.07974190303
811	0.07963026419
812	0.07960938488
813	0.07955322927
814	0.07941262266
815	0.07929965014
816	0.07918197871
817	0.07913742555
818	0.07905880019
819	0.07898270278
820	0.07885511547
821	0.07878157576
822	0.07867721965
823	0.07859029319
824	0.07845325686
825	0.07844328498
826	0.07831167844
827	0.07823692675
828	0.07815673908
829	0.07804914577
830	0.07795843692
831	0.07790091935
832	0.07782492014
833	0.077751612
834	0.07768391312
835	0.07757745375
836	0.07750373385
837	0.0774298982
838	0.07732350741
839	0.07729217747
840	0.07719641187
841	0.07709778522
842	0.07705342946
843	0.07698231346
844	0.07687993047
845	0.07681981799
846	0.07680840922
847	0.07670156962
848	0.07663300489
849	0.07657167334
850	0.076540581
851	0.07650457973
852	0.07640859911
853	0.07633116258
854	0.0762188072
855	0.07617744689
856	0.07604271503
857	0.07596034228
858	0.07592828434
859	0.07584347276
860	0.07575323619
861	0.07566384569
862	0.0755950041
863	0.07556964141
864	0.07555786524
865	0.07551089725
866	0.07541097679
867	0.07530357425
868	0.07525671965
869	0.07519578797
870	0.07510730268
871	0.07505436992
872	0.07499052707
873	0.07494369889
874	0.07487276852
875	0.07480716785
876	0.07474024195
877	0.07470901701
878	0.07466295328
879	0.07456419513
880	0.07452295527
881	0.07442659233
882	0.07437347531
883	0.07425262949
884	0.07408992315
885	0.07399789278
886	0.07395126246
887	0.07389441472
888	0.0738225054
889	0.07375321087
890	0.073680283
891	0.07359928552
892	0.07351843139
893	0.07338949267
894	0.07335567824
895	0.07328138237
896	0.07324586811
897	0.07319255591
898	0.07311295848
899	0.07305028881
900	0.07296809819
901	0.07291065663
902	0.07287673818
903	0.07282000272
904	0.07273317484
905	0.07270585516
906	0.07263356078
907	0.07253763294
908	0.07248627438
909	0.07240972916
910	0.07237577059
911	0.07229232785
912	0.07221355684
913	0.07208922463
914	0.07207643038
915	0.07200721127
916	0.07197228044
917	0.0719120243
918	0.0719023589
919	0.07184414844
920	0.07181961336
921	0.07174757584
922	0.07170720239
923	0.07166341797
924	0.07163605301
925	0.07160607122
926	0.07156068777
927	0.07151264525
928	0.07145123369
929	0.07140895901
930	0.07133911955
931	0.07127730379
932	0.0711901786
933	0.07112146145
934	0.07105729502
935	0.07097385532
936	0.07085601084
937	0.07076596394
938	0.07067154636
939	0.07062723329
940	0.07059668205
941	0.07053914894
942	0.07050356686
943	0.07047823265
944	0.07043537912
945	0.07040028391
946	0.07036029248
947	0.07024862929
948	0.07022267914
949	0.0701565984
950	0.07011630584
951	0.07006151966
952	0.07003567654
953	0.06994559754
954	0.06991195581
955	0.0698566872
956	0.06976325693
957	0.06969805229
958	0.06962221325
959	0.06955335375
960	0.06950519645
961	0.0694934876
962	0.06940716914
963	0.06937741739
964	0.06928028526
965	0.0692375385
966	0.06919628481
967	0.06909603225
968	0.06902870873
969	0.0689754404
970	0.0689001477
971	0.0688404095
972	0.06875203548
973	0.06866143542
974	0.06857673979
975	0.06850725944
976	0.06847489132
977	0.06838699201
978	0.06837859255
979	0.06832476394
980	0.06825652353
981	0.0681730668
982	0.06814128706
983	0.06811140663
984	0.06808661206
985	0.0680495708
986	0.06799577749
987	0.06791008118
988	0.0678636704
989	0.06781882309
990	0.06773520049
991	0.06764384242
992	0.06759332903
993	0.06748586559
994	0.06740681122
995	0.06736410009
996	0.06731785953
997	0.06729669883
998	0.06725972229
999	0.06720834363
